name,population
"Ponto Chique, MG",4237
"Ponto dos Volantes, MG",12061
"Porteirinha, MG",37950
"Porto Firme, MG",11208
"Poté, MG",16491
"Pouso Alegre, MG",148862
"Pouso Alto, MG",5981
"Prados, MG",8979
"Prata, MG",27688
"Pratápolis, MG",8642
"Pratinha, MG",3573
"Presidente Bernardes, MG",5398
"Presidente Juscelino, MG",3676
"Presidente Kubitschek, MG",3004
"Presidente Olegário, MG",19377
"Alto Jequitibá, MG",8333
"Prudente de Morais, MG",10629
"Quartel Geral, MG",3542
"Queluzito, MG",1934
"Raposos, MG",16277
"Raul Soares, MG",23814
"Recreio, MG",10514
"Reduto, MG",7105
"Resende Costa, MG",11459
"Resplendor, MG",17398
"Ressaquinha, MG",4798
"Riachinho, MG",8138
"Riacho dos Machados, MG",9487
"Ribeirão das Neves, MG",331045
"Ribeirão Vermelho, MG",4019
"Rio Acima, MG",10203
"Rio Casca, MG",13659
"Rio Doce, MG",2599
"Rio do Prado, MG",5167
"Rio Espera, MG",5549
"Rio Manso, MG",5783
"Rio Novo, MG",8941
"Rio Paranaíba, MG",12291
"Rio Pardo de Minas, MG",30779
"Rio Piracicaba, MG",14346
"Rio Pomba, MG",17858
"Rio Preto, MG",5467
"Rio Vermelho, MG",12957
"Ritápolis, MG",4648
"Rochedo de Minas, MG",2289
"Rodeiro, MG",7991
"Romaria, MG",3547
"Rosário da Limeira, MG",4566
"Rubelita, MG",6198
"Rubim, MG",10226
"Sabará, MG",135421
"Sabinópolis, MG",15525
"Sacramento, MG",25989
"Salinas, MG",41349
"Salto da Divisa, MG",7007
"Santa Bárbara, MG",30807
"Santa Bárbara do Leste, MG",8113
"Santa Bárbara do Monte Verde, MG",3117
"Santa Bárbara do Tugúrio, MG",4454
"Santa Cruz de Minas, MG",8541
"Santa Cruz de Salinas, MG",4177
"Santa Cruz do Escalvado, MG",4793
"Santa Efigênia de Minas, MG",4438
"Santa Fé de Minas, MG",3866
"Santa Helena de Minas, MG",6345
"Santa Juliana, MG",13743
"Santa Luzia, MG",218147
"Santa Margarida, MG",16111
"Santa Maria de Itabira, MG",10836
"Santa Maria do Salto, MG",5248
"Santa Maria do Suaçuí, MG",14620
"Santana da Vargem, MG",7128
"Santana de Cataguases, MG",3853
"Santana de Pirapama, MG",7696
"Santana do Deserto, MG",3971
"Santana do Garambéu, MG",2438
"Santana do Jacaré, MG",4807
"Santana do Manhuaçu, MG",8681
"Santana do Paraíso, MG",33934
"Santana do Riacho, MG",4274
"Santana dos Montes, MG",3789
"Santa Rita de Caldas, MG",8974
"Santa Rita de Jacutinga, MG",4905
"Santa Rita de Minas, MG",7155
"Santa Rita de Ibitipoca, MG",3449
"Santa Rita do Itueto, MG",5522
"Santa Rita do Sapucaí, MG",42751
"Santa Rosa da Serra, MG",3343
"Santa Vitória, MG",19608
"Santo Antônio do Amparo, MG",18434
"Santo Antônio do Aventureiro, MG",3602
"Santo Antônio do Grama, MG",3937
"Santo Antônio do Itambé, MG",3877
"Santo Antônio do Jacinto, MG",11677
"Santo Antônio do Monte, MG",28054
"Santo Antônio do Retiro, MG",7256
"Santo Antônio do Rio Abaixo, MG",1770
"Santo Hipólito, MG",3109
"Santos Dumont, MG",46555
"São Bento Abade, MG",5220
"São Brás do Suaçuí, MG",3721
"São Domingos das Dores, MG",5630
"São Domingos do Prata, MG",17393
"São Félix de Minas, MG",3377
"São Francisco, MG",56163
"São Francisco de Paula, MG",6535
"São Francisco de Sales, MG",6200
"São Francisco do Glória, MG",4889
"São Geraldo, MG",12164
"São Geraldo da Piedade, MG",4015
"São Geraldo do Baixio, MG",3963
"São Gonçalo do Abaeté, MG",6923
"São Gonçalo do Pará, MG",12218
"São Gonçalo do Rio Abaixo, MG",10818
"São Gonçalo do Sapucaí, MG",25332
"São Gotardo, MG",35145
"São João Batista do Glória, MG",7407
"São João da Lagoa, MG",4896
"São João da Mata, MG",2753
"São João da Ponte, MG",25235
"São João das Missões, MG",12899
"São João del Rei, MG",89653
"São João do Manhuaçu, MG",11440
"São João do Manteninha, MG",5798
"São João do Oriente, MG",7553
"São João do Pacuí, MG",4389
"São João do Paraíso, MG",23524
"São João Evangelista, MG",15781
"São João Nepomuceno, MG",26272
"São Joaquim de Bicas, MG",30989
"São José da Barra, MG",7371
"São José da Lapa, MG",23385
"São José da Safira, MG",4255
"São José da Varginha, MG",4927
"São José do Alegre, MG",4183
"São José do Divino, MG",3865
"São José do Goiabal, MG",5454
"São José do Jacuri, MG",6477
"São José do Mantimento, MG",2775
"São Lourenço, MG",45488
"São Miguel do Anta, MG",6933
"São Pedro da União, MG",4709
"São Pedro dos Ferros, MG",7858
"São Pedro do Suaçuí, MG",5291
"São Romão, MG",12139
"São Roque de Minas, MG",7026
"São Sebastião da Bela Vista, MG",5455
"São Sebastião da Vargem Alegre, MG",2991
"São Sebastião do Anta, MG",6479
"São Sebastião do Maranhão, MG",10129
"São Sebastião do Oeste, MG",6684
"São Sebastião do Paraíso, MG",70450
"São Sebastião do Rio Preto, MG",1520
"São Sebastião do Rio Verde, MG",2231
"São Tiago, MG",10922
"São Tomás de Aquino, MG",7042
"São Thomé das Letras, MG",7056
"São Vicente de Minas, MG",7687
"Sapucaí-Mirim, MG",6869
"Sardoá, MG",6236
"Sarzedo, MG",32069
"Setubinha, MG",12134
"Sem-Peixe, MG",2661
"Senador Amaral, MG",5352
"Senador Cortes, MG",2007
"Senador Firmino, MG",7764
"Senador José Bento, MG",1545
"Senador Modestino Gonçalves, MG",4209
"Senhora de Oliveira, MG",5786
"Senhora do Porto, MG",3527
"Senhora dos Remédios, MG",10451
"Sericita, MG",7319
"Seritinga, MG",1848
"Serra Azul de Minas, MG",4293
"Serra da Saudade, MG",786
"Serra dos Aimorés, MG",8685
"Serra do Salitre, MG",11493
"Serrania, MG",7670
"Serranópolis de Minas, MG",4752
"Serranos, MG",1970
"Serro, MG",20993
"Sete Lagoas, MG",237286
"Silveirânia, MG",2258
"Silvianópolis, MG",6227
"Simão Pereira, MG",2612
"Simonésia, MG",19528
"Sobrália, MG",5594
"Soledade de Minas, MG",6112
"Tabuleiro, MG",3792
"Taiobeiras, MG",33858
"Taparuba, MG",3119
"Tapira, MG",4711
"Tapiraí, MG",1879
"Taquaraçu de Minas, MG",4055
"Tarumirim, MG",14350
"Teixeiras, MG",11650
"Teófilo Otoni, MG",140235
"Timóteo, MG",89090
"Tiradentes, MG",7886
"Tiros, MG",6539
"Tocantins, MG",16602
"Tocos do Moji, MG",4093
"Toledo, MG",6217
"Tombos, MG",8201
"Três Corações, MG",78913
"Três Marias, MG",31984
"Três Pontas, MG",56546
"Tumiritinga, MG",6698
"Tupaciguara, MG",25253
"Turmalina, MG",19797
"Turvolândia, MG",5008
"Ubá, MG",114265
"Ubaí, MG",12466
"Ubaporanga, MG",12449
"Uberaba, MG",330361
"Uberlândia, MG",683247
"Umburatiba, MG",2626
"Unaí, MG",83808
"União de Minas, MG",4325
"Uruana de Minas, MG",3267
"Urucânia, MG",10371
"Urucuia, MG",16547
"Vargem Alegre, MG",6491
"Vargem Bonita, MG",2158
"Vargem Grande do Rio Pardo, MG",4987
"Varginha, MG",134477
"Varjão de Minas, MG",7071
"Várzea da Palma, MG",39173
"Varzelândia, MG",19335
"Vazante, MG",20537
"Verdelândia, MG",9265
"Veredinha, MG",5712
"Veríssimo, MG",3951
"Vermelho Novo, MG",4832
"Vespasiano, MG",125376
"Viçosa, MG",78286
"Vieiras, MG",3629
"Mathias Lobato, MG",3227
"Virgem da Lapa, MG",13764
"Virgínia, MG",8685
"Virginópolis, MG",10537
"Virgolândia, MG",5420
"Visconde do Rio Branco, MG",42149
"Volta Grande, MG",5243
"Wenceslau Braz, MG",2558
"Afonso Cláudio, ES",30720
"Águia Branca, ES",9653
"Água Doce do Norte, ES",11131
"Alegre, ES",30568
"Alfredo Chaves, ES",14566
"Alto Rio Novo, ES",7798
"Anchieta, ES",28736
"Apiacá, ES",7580
"Aracruz, ES",99305
"Atilio Vivacqua, ES",11765
"Baixo Guandu, ES",30862
"Barra de São Francisco, ES",44315
"Boa Esperança, ES",14982
"Bom Jesus do Norte, ES",9910
"Brejetuba, ES",12381
"Cachoeiro de Itapemirim, ES",207324
"Cariacica, ES",378603
"Castelo, ES",37317
"Colatina, ES",121580
"Conceição da Barra, ES",30849
"Conceição do Castelo, ES",12638
"Divino de São Lourenço, ES",4338
"Domingos Martins, ES",33711
"Dores do Rio Preto, ES",6727
"Ecoporanga, ES",23014
"Fundão, ES",21061
"Governador Lindenberg, ES",12535
"Guaçuí, ES",30607
"Guarapari, ES",122982
"Ibatiba, ES",25732
"Ibiraçu, ES",12365
"Ibitirama, ES",8919
"Iconha, ES",13745
"Irupi, ES",13226
"Itaguaçu, ES",14109
"Itapemirim, ES",34032
"Itarana, ES",10619
"Iúna, ES",29030
"Jaguaré, ES",29904
"Jerônimo Monteiro, ES",11744
"João Neiva, ES",16614
"Laranja da Terra, ES",10961
"Linhares, ES",170364
"Mantenópolis, ES",15194
"Marataízes, ES",38108
"Marechal Floriano, ES",16464
"Marilândia, ES",12700
"Mimoso do Sul, ES",26191
"Montanha, ES",18770
"Mucurici, ES",5552
"Muniz Freire, ES",17613
"Muqui, ES",15370
"Nova Venécia, ES",49780
"Pancas, ES",23059
"Pedro Canário, ES",25982
"Pinheiros, ES",26763
"Piúma, ES",21363
"Ponto Belo, ES",7784
"Presidente Kennedy, ES",11488
"Rio Bananal, ES",19009
"Rio Novo do Sul, ES",11618
"Santa Leopoldina, ES",12300
"Santa Maria de Jetibá, ES",39849
"Santa Teresa, ES",23392
"São Domingos do Norte, ES",8589
"São Gabriel da Palha, ES",37361
"São José do Calçado, ES",10566
"São Mateus, ES",128542
"São Roque do Canaã, ES",12318
"Serra, ES",507598
"Sooretama, ES",29449
"Vargem Alta, ES",21207
"Venda Nova do Imigrante, ES",24800
"Viana, ES",76954
"Vila Pavão, ES",9171
"Vila Valério, ES",14087
"Vila Velha, ES",486208
"Vitória, ES",358267
"Angra dos Reis, RJ",200407
"Aperibé, RJ",11612
"Araruama, RJ",130439
"Areal, RJ",12471
"Armação dos Búzios, RJ",33240
"Arraial do Cabo, RJ",30096
"Barra do Piraí, RJ",99969
"Barra Mansa, RJ",183976
"Belford Roxo, RJ",508614
"Bom Jardim, RJ",27269
"Bom Jesus do Itabapoana, RJ",36985
"Cabo Frio, RJ",222528
"Cachoeiras de Macacu, RJ",58560
"Cambuci, RJ",15496
"Carapebus, RJ",16039
"Comendador Levy Gasparian, RJ",8544
"Campos dos Goytacazes, RJ",503424
"Cantagalo, RJ",20177
"Cardoso Moreira, RJ",12826
"Carmo, RJ",18755
"Casimiro de Abreu, RJ",43295
"Conceição de Macabu, RJ",23064
"Cordeiro, RJ",21806
"Duas Barras, RJ",11454
"Duque de Caxias, RJ",914383
"Engenheiro Paulo de Frontin, RJ",13929
"Guapimirim, RJ",59613
"Iguaba Grande, RJ",27762
"Itaboraí, RJ",238695
"Itaguaí, RJ",125913
"Italva, RJ",15113
"Itaocara, RJ",23247
"Itaperuna, RJ",102626
"Itatiaia, RJ",31537
"Japeri, RJ",103960
"Laje do Muriaé, RJ",7386
"Macaé, RJ",251631
"Macuco, RJ",5574
"Magé, RJ",243657
"Mangaratiba, RJ",43689
"Maricá, RJ",157789
"Mendes, RJ",18578
"Mesquita, RJ",175620
"Miguel Pereira, RJ",25493
"Miracema, RJ",27195
"Natividade, RJ",15324
"Nilópolis, RJ",162269
"Niterói, RJ",511786
"Nova Friburgo, RJ",190084
"Nova Iguaçu, RJ",818875
"Paracambi, RJ",51815
"Paraíba do Sul, RJ",44045
"Paraty, RJ",42630
"Paty do Alferes, RJ",27678
"Petrópolis, RJ",305687
"Pinheiral, RJ",24941
"Piraí, RJ",28999
"Porciúncula, RJ",18730
"Porto Real, RJ",19381
"Quatis, RJ",14165
"Queimados, RJ",149265
"Quissamã, RJ",24246
"Resende, RJ",130334
"Rio Bonito, RJ",59814
"Rio Claro, RJ",18451
"Rio das Flores, RJ",9222
"Rio das Ostras, RJ",145989
"Rio de Janeiro, RJ",6688927
"Santa Maria Madalena, RJ",10417
"Santo Antônio de Pádua, RJ",42359
"São Francisco de Itabapoana, RJ",42201
"São Fidélis, RJ",38626
"São Gonçalo, RJ",1077687
"São João da Barra, RJ",36138
"São João de Meriti, RJ",471888
"São José de Ubá, RJ",7134
"São José do Vale do Rio Preto, RJ",21670
"São Pedro da Aldeia, RJ",102846
"São Sebastião do Alto, RJ",9326
"Sapucaia, RJ",18205
"Saquarema, RJ",87704
"Seropédica, RJ",86743
"Silva Jardim, RJ",21773
"Sumidouro, RJ",15577
"Tanguá, RJ",33870
"Teresópolis, RJ",180886
"Trajano de Moraes, RJ",10611
"Três Rios, RJ",81453
"Valença, RJ",76163
"Varre-Sai, RJ",10890
"Vassouras, RJ",36702
"Volta Redonda, RJ",271998
"Adamantina, SP",35023
"Adolfo, SP",3571
"Aguaí, SP",35954
"Águas da Prata, SP",8137
"Águas de Lindóia, SP",18599
"Águas de Santa Bárbara, SP",6040
"Águas de São Pedro, SP",3380
"Agudos, SP",37023
"Alambari, SP",5918
"Alfredo Marcondes, SP",4147
"Altair, SP",4134
"Altinópolis, SP",16164
"Alto Alegre, SP",4110
"Alumínio, SP",18484
"Álvares Florence, SP",3712
"Álvares Machado, SP",24830
"Álvaro de Carvalho, SP",5179
"Alvinlândia, SP",3206
"Americana, SP",237112
"Américo Brasiliense, SP",39962
"Américo de Campos, SP",5956
"Amparo, SP",71700
"Analândia, SP",4933
"Andradina, SP",57112
"Angatuba, SP",24969
"Anhembi, SP",6627
"Anhumas, SP",4085
"Aparecida, SP",36129
"Aparecida d'Oeste, SP",4234
"Apiaí, SP",24526
"Araçariguama, SP",21854
"Araçatuba, SP",195874
"Araçoiaba da Serra, SP",33499
"Aramina, SP",5585
"Arandu, SP",6348
"Arapeí, SP",2478
"Araraquara, SP",233744
"Araras, SP",132934
"Arco-Íris, SP",1811
"Arealva, SP",8505
"Areias, SP",3876
"Areiópolis, SP",11099
"Ariranha, SP",9573
"Artur Nogueira, SP",53450
"Arujá, SP",88455
"Aspásia, SP",1825
"Assis, SP",103666
"Atibaia, SP",141398
"Auriflama, SP",15123
"Avaí, SP",5369
"Avanhandava, SP",13433
"Avaré, SP",90063
"Bady Bassitt, SP",17236
"Balbinos, SP",5532
"Bálsamo, SP",8994
"Bananal, SP",10896
"Barão de Antonina, SP",3441
"Barbosa, SP",7335
"Bariri, SP",34961
"Barra Bonita, SP",36127
"Barra do Chapéu, SP",5688
"Barra do Turvo, SP",7687
"Barretos, SP",121344
"Barrinha, SP",32434
"Barueri, SP",271306
"Bastos, SP",20954
"Batatais, SP",62024
"Bauru, SP",374272
"Bebedouro, SP",77436
"Bento de Abreu, SP",2955
"Bernardino de Campos, SP",11137
"Bertioga, SP",61736
"Bilac, SP",7949
"Birigui, SP",122359
"Biritiba-Mirim, SP",32251
"Boa Esperança do Sul, SP",14824
"Bocaina, SP",12204
"Bofete, SP",11534
"Boituva, SP",59793
"Bom Jesus dos Perdões, SP",24898
"Bom Sucesso de Itararé, SP",3923
"Borá, SP",836
"Boracéia, SP",4776
"Borborema, SP",15925
"Borebi, SP",2621
"Botucatu, SP",144820
"Bragança Paulista, SP",166753
"Braúna, SP",5630
"Brejo Alegre, SP",2841
"Brodowski, SP",24592
"Brotas, SP",24163
"Buri, SP",19789
"Buritama, SP",17003
"Buritizal, SP",4447
"Cabrália Paulista, SP",4286
"Cabreúva, SP",48966
"Caçapava, SP",93488
"Cachoeira Paulista, SP",33067
"Caconde, SP",18961
"Cafelândia, SP",17689
"Caiabu, SP",4190
"Caieiras, SP",100129
"Caiuá, SP",5800
"Cajamar, SP",75638
"Cajati, SP",28605
"Cajobi, SP",10486
"Cajuru, SP",25935
"Campina do Monte Alegre, SP",5991
"Campinas, SP",1194094
"Campo Limpo Paulista, SP",83735
"Campos do Jordão, SP",51763
"Campos Novos Paulista, SP",4932
"Cananéia, SP",12539
"Canas, SP",5071
"Cândido Mota, SP",31212
"Cândido Rodrigues, SP",2787
"Canitar, SP",5139
"Capão Bonito, SP",47159
"Capela do Alto, SP",20419
"Capivari, SP",55141
"Caraguatatuba, SP",119625
"Carapicuíba, SP",398611
"Cardoso, SP",12303
"Casa Branca, SP",30237
"Cássia dos Coqueiros, SP",2542
"Castilho, SP",20738
"Catanduva, SP",121210
"Catiguá, SP",7752
"Cedral, SP",9125
"Cerqueira César, SP",19774
"Cerquilho, SP",48074
"Cesário Lange, SP",17915
"Charqueada, SP",17009
"Clementina, SP",8472
"Colina, SP",18398
"Colômbia, SP",6203
"Conchal, SP",27820
"Conchas, SP",17770
"Cordeirópolis, SP",24221
"Coroados, SP",5986
"Coronel Macedo, SP",4728
"Corumbataí, SP",4047
"Cosmópolis, SP",70998
"Cosmorama, SP",7316
"Cotia, SP",244694
"Cravinhos, SP",34998
"Cristais Paulista, SP",8541
"Cruzália, SP",2100
"Cruzeiro, SP",81895
"Cubatão, SP",129760
"Cunha, SP",21639
"Descalvado, SP",33520
"Diadema, SP",420934
"Dirce Reis, SP",1786
"Divinolândia, SP",11208
"Dobrada, SP",8846
"Dois Córregos, SP",27112
"Dolcinópolis, SP",2119
"Dourado, SP",8868
"Dracena, SP",46536
"Duartina, SP",12457
"Dumont, SP",9708
"Echaporã, SP",6141
"Eldorado, SP",15443
"Elias Fausto, SP",17604
"Elisiário, SP",3604
"Embaúba, SP",2456
"Embu das Artes, SP",270843
"Embu-Guaçu, SP",68856
"Emilianópolis, SP",3202
"Engenheiro Coelho, SP",20284
"Espírito Santo do Pinhal, SP",44186
"Espírito Santo do Turvo, SP",4779
"Estrela d'Oeste, SP",8418
"Estrela do Norte, SP",2762
"Euclides da Cunha Paulista, SP",9419
"Fartura, SP",16001
"Fernandópolis, SP",68823
"Fernando Prestes, SP",5771
"Fernão, SP",1704
"Ferraz de Vasconcelos, SP",191993
"Flora Rica, SP",1499
"Floreal, SP",2934
"Flórida Paulista, SP",14486
"Florínia, SP",2699
"Franca, SP",350400
"Francisco Morato, SP",174008
"Franco da Rocha, SP",152433
"Gabriel Monteiro, SP",2776
"Gália, SP",6615
"Garça, SP",44370
"Gastão Vidigal, SP",4754
"Gavião Peixoto, SP",4762
"General Salgado, SP",10876
"Getulina, SP",11370
"Glicério, SP",4801
"Guaiçara, SP",12039
"Guaimbê, SP",5743
"Guaíra, SP",40533
"Guapiaçu, SP",21125
"Guapiara, SP",17293
"Guará, SP",21129
"Guaraçaí, SP",8357
"Guaraci, SP",11088
"Guarani d'Oeste, SP",2002
"Guarantã, SP",6654
"Guararapes, SP",32774
"Guararema, SP",29451
"Guaratinguetá, SP",121073
"Guareí, SP",18143
"Guariba, SP",39714
"Guarujá, SP",318107
"Guarulhos, SP",1365899
"Guatapará, SP",7602
"Guzolândia, SP",5226
"Herculândia, SP",9462
"Holambra, SP",14579
"Hortolândia, SP",227353
"Iacanga, SP",11559
"Iacri, SP",6348
"Iaras, SP",8956
"Ibaté, SP",34726
"Ibirá, SP",12264
"Ibirarema, SP",7663
"Ibitinga, SP",59451
"Ibiúna, SP",78262
"Icém, SP",8181
"Iepê, SP",8124
"Igaraçu do Tietê, SP",24598
"Igarapava, SP",30246
"Igaratá, SP",9483
"Iguape, SP",30721
"Ilhabela, SP",34333
"Ilha Comprida, SP",10965
"Ilha Solteira, SP",26582
"Indaiatuba, SP",246908
"Indiana, SP",4892
"Indiaporã, SP",3908
"Inúbia Paulista, SP",3963
"Ipaussu, SP",14869
"Iperó, SP",36280
"Ipeúna, SP",7401
"Ipiguá, SP",5306
"Iporanga, SP",4238
"Ipuã, SP",16209
"Iracemápolis, SP",23846
"Irapuã, SP",7937
"Irapuru, SP",8261
"Itaberá, SP",17635
"Itaí, SP",26861
"Itajobi, SP",15226
"Itaju, SP",3782
"Itanhaém, SP",100496
"Itaóca, SP",3326
"Itapecerica da Serra, SP",173672
"Itapetininga, SP",162231
"Itapeva, SP",93892
"Itapevi, SP",234352
"Itapira, SP",74299
"Itapirapuã Paulista, SP",4213
"Itápolis, SP",42903
"Itaporanga, SP",15125
"Itapuí, SP",13833
"Itapura, SP",4860
"Itaquaquecetuba, SP",366519
"Itararé, SP",50360
"Itariri, SP",17271
"Itatiba, SP",119090
"Itatinga, SP",20467
"Itirapina, SP",17922
"Itirapuã, SP",6453
"Itobi, SP",7830
"Itu, SP",172268
"Itupeva, SP",59649
"Ituverava, SP",41598
"Jaborandi, SP",6911
"Jaboticabal, SP",76864
"Jacareí, SP",231863
"Jaci, SP",6934
"Jacupiranga, SP",17842
"Jaguariúna, SP",56221
"Jales, SP",49011
"Jambeiro, SP",6485
"Jandira, SP",123481
"Jardinópolis, SP",43774
"Jarinu, SP",29456
"Jaú, SP",148581
"Jeriquara, SP",3168
"Joanópolis, SP",13098
"João Ramalho, SP",4495
"José Bonifácio, SP",36655
"Júlio Mesquita, SP",4752
"Jumirim, SP",3315
"Jundiaí, SP",414810
"Junqueirópolis, SP",20524
"Juquiá, SP",18908
"Juquitiba, SP",31235
"Lagoinha, SP",4903
"Laranjal Paulista, SP",28240
"Lavínia, SP",11667
"Lavrinhas, SP",7207
"Leme, SP",102412
"Lençóis Paulista, SP",67859
"Limeira, SP",303682
"Lindóia, SP",7864
"Lins, SP",77510
"Lorena, SP",88276
"Lourdes, SP",2278
"Louveira, SP",47748
"Lucélia, SP",21604
"Lucianópolis, SP",2385
"Luís Antônio, SP",14592
"Luiziânia, SP",5723
"Lupércio, SP",4571
"Lutécia, SP",2663
"Macatuba, SP",17111
"Macaubal, SP",8093
"Macedônia, SP",3704
"Magda, SP",3136
"Mairinque, SP",46852
"Mairiporã, SP",98374
"Manduri, SP",9780
"Marabá Paulista, SP",5757
"Maracaí, SP",13967
"Marapoama, SP",2996
"Mariápolis, SP",4077
"Marília, SP",237130
"Marinópolis, SP",2117
"Martinópolis, SP",26289
"Matão, SP",82702
"Mauá, SP",468148
"Mendonça, SP",5413
"Meridiano, SP",3848
"Mesópolis, SP",1910
"Miguelópolis, SP",22093
"Mineiros do Tietê, SP",12849
"Miracatu, SP",19919
"Mira Estrela, SP",3066
"Mirandópolis, SP",29418
"Mirante do Paranapanema, SP",18178
"Mirassol, SP",59333
"Mirassolândia, SP",4822
"Mococa, SP",68788
"Mogi das Cruzes, SP",440769
"Mogi Guaçu, SP",150713
"Mogi Mirim, SP",92715
"Mombuca, SP",3478
"Monções, SP",2252
"Mongaguá, SP",55731
"Monte Alegre do Sul, SP",7964
"Monte Alto, SP",50216
"Monte Aprazível, SP",24794
"Monte Azul Paulista, SP",19050
"Monte Castelo, SP",4166
"Monteiro Lobato, SP",4608
"Monte Mor, SP",58765
"Morro Agudo, SP",32641
"Morungaba, SP",13458
"Motuca, SP",4720
"Murutinga do Sul, SP",4466
"Nantes, SP",3103
"Narandiba, SP",4809
"Natividade da Serra, SP",6681
"Nazaré Paulista, SP",18346
"Neves Paulista, SP",8936
"Nhandeara, SP",11427
"Nipoã, SP",5126
"Nova Aliança, SP",6875
"Nova Campina, SP",9647
"Nova Canaã Paulista, SP",1911
"Nova Castilho, SP",1255
"Nova Europa, SP",11013
"Nova Granada, SP",21307
"Nova Guataporanga, SP",2308
"Nova Independência, SP",3883
"Novais, SP",5712
"Nova Luzitânia, SP",4041
"Nova Odessa, SP",59371
"Novo Horizonte, SP",40680
"Nuporanga, SP",7386
"Ocauçu, SP",4287
"Óleo, SP",2522
"Olímpia, SP",54406
"Onda Verde, SP",4339
"Oriente, SP",6487
"Orindiúva, SP",6935
"Orlândia, SP",43687
"Osasco, SP",696850
"Oscar Bressane, SP",2602
"Osvaldo Cruz, SP",32754
"Ourinhos, SP",112711
"Ouroeste, SP",10177
"Ouro Verde, SP",8503
"Pacaembu, SP",14130
"Palestina, SP",12786
"Palmares Paulista, SP",13058
"Palmeira d'Oeste, SP",9340
"Palmital, SP",22168
"Panorama, SP",15690
"Paraguaçu Paulista, SP",45455
"Paraibuna, SP",18180
"Paraíso, SP",6411
"Paranapanema, SP",19993
"Paranapuã, SP",4061
"Parapuã, SP",10980
"Pardinho, SP",6360
"Pariquera-Açu, SP",19570
"Parisi, SP",2153
"Patrocínio Paulista, SP",14529
"Paulicéia, SP",7274
"Paulínia, SP",106776
"Paulistânia, SP",1832
"Paulo de Faria, SP",8930
"Pederneiras, SP",46251
"Pedra Bela, SP",6075
"Pedranópolis, SP",2508
"Pedregulho, SP",16676
"Pedreira, SP",47361
"Pedrinhas Paulista, SP",3085
"Pedro de Toledo, SP",11240
"Penápolis, SP",63047
"Pereira Barreto, SP",25660
"Pereiras, SP",8560
"Peruíbe, SP",67548
"Piacatu, SP",5922
"Piedade, SP",55149
"Pilar do Sul, SP",28963
"Pindamonhangaba, SP",166475
"Pindorama, SP",16877
"Pinhalzinho, SP",15021
"Piquerobi, SP",3685
"Piquete, SP",13742
"Piracaia, SP",27140
"Piracicaba, SP",400949
"Piraju, SP",29741
"Pirajuí, SP",25259
"Pirangi, SP",11362
"Pirapora do Bom Jesus, SP",18604
"Pirapozinho, SP",27295
"Pirassununga, SP",75930
"Piratininga, SP",13503
"Pitangueiras, SP",39349
"Planalto, SP",5167
"Platina, SP",3521
"Poá, SP",116530
"Poloni, SP",6004
"Pompéia, SP",21851
"Pongaí, SP",3432
"Pontal, SP",49047
"Pontalinda, SP",4580
"Pontes Gestal, SP",2577
"Populina, SP",4186
"Porangaba, SP",9779
"Porto Feliz, SP",52785
"Porto Ferreira, SP",55787
"Potim, SP",24143
"Potirendaba, SP",17201
"Pracinha, SP",3971
"Pradópolis, SP",21110
"Praia Grande, SP",319146
"Pratânia, SP",5204
"Presidente Alves, SP",4108
"Presidente Bernardes, SP",13190
"Presidente Epitácio, SP",44006
"Presidente Prudente, SP",227072
"Presidente Venceslau, SP",39448
"Promissão, SP",40027
"Quadra, SP",3753
"Quatá, SP",14006
"Queiroz, SP",3351
"Queluz, SP",13228
"Quintana, SP",6587
"Rafard, SP",9050
"Rancharia, SP",29688
"Redenção da Serra, SP",3863
"Regente Feijó, SP",20124
"Reginópolis, SP",9399
"Registro, SP",56249
"Restinga, SP",7504
"Ribeira, SP",3351
"Ribeirão Bonito, SP",13137
"Ribeirão Branco, SP",16684
"Ribeirão Corrente, SP",4682
"Ribeirão do Sul, SP",4542
"Ribeirão dos Índios, SP",2227
"Ribeirão Grande, SP",7666
"Ribeirão Pires, SP",122607
"Ribeirão Preto, SP",694534
"Riversul, SP",5607
"Rifaina, SP",3618
"Rincão, SP",10786
"Rinópolis, SP",10003
"Rio Claro, SP",204797
"Rio das Pedras, SP",34704
"Rio Grande da Serra, SP",50241
"Riolândia, SP",12342
"Rosana, SP",17015
"Roseira, SP",10621
"Rubiácea, SP",3093
"Rubinéia, SP",3125
"Sabino, SP",5564
"Sagres, SP",2435
"Sales, SP",6253
"Sales Oliveira, SP",11779
"Salesópolis, SP",17022
"Salmourão, SP",5262
"Saltinho, SP",8176
"Salto, SP",117561
"Salto de Pirapora, SP",44972
"Salto Grande, SP",9297
"Sandovalina, SP",4248
"Santa Adélia, SP",15397
"Santa Albertina, SP",5993
"Santa Bárbara d'Oeste, SP",192536
"Santa Branca, SP",14717
"Santa Clara d'Oeste, SP",2118
"Santa Cruz da Conceição, SP",4461
"Santa Cruz da Esperança, SP",2124
"Santa Cruz das Palmeiras, SP",33975
"Santa Cruz do Rio Pardo, SP",47395
"Santa Ernestina, SP",5611
"Santa Fé do Sul, SP",32076
"Santa Gertrudes, SP",26403
"Santa Isabel, SP",56792
"Santa Lúcia, SP",8779
"Santa Maria da Serra, SP",6107
"Santa Mercedes, SP",2935
"Santana da Ponte Pensa, SP",1507
"Santana de Parnaíba, SP",136517
