name,level,city,county,state,country,cases,deaths,recovered,tested,active,population,populationDensity,lat,long,url,rating,tz,featureId,countryId,stateId,hospitalized,aggregate,discharged,countyId,publishedDate
"Rivne Oblast, Ukraine",state,,,Rivne Oblast,Ukraine,312,11,21,,280,1160647,57.915799144574805,50.977000000000004,26.4185,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-56,iso1:UA,iso2:UA-56,,state,,,
"Sumy Oblast, Ukraine",state,,,Sumy Oblast,Ukraine,83,4,10,,69,1094284,45.93373677528393,51.239,34.316500000000005,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Moscow,iso2:UA-59,iso1:UA,iso2:UA-59,,state,,,
"Ternopil Oblast, Ukraine",state,,,Ternopil Oblast,Ukraine,414,6,34,,374,1052312,76.26066023942941,49.3855,25.582,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-61,iso1:UA,iso2:UA-61,,state,,,
"Kharkiv Oblast, Ukraine",state,,,Kharkiv Oblast,Ukraine,73,1,2,,70,2694007,85.78651151142137,49.4945,36.475,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-63,iso1:UA,iso2:UA-63,,state,,,
"Kherson Oblast, Ukraine",state,,,Kherson Oblast,Ukraine,63,1,7,,55,1055600,41.43912691323679,46.679500000000004,33.394999999999996,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-65,iso1:UA,iso2:UA-65,,state,,,
"Khmelnytskyi Oblast, Ukraine",state,,,Khmelnytskyi Oblast,Ukraine,49,2,5,,42,1274409,61.92767695887831,49.522,27.0155,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-68,iso1:UA,iso2:UA-68,,state,,,
"Cherkasy Oblast, Ukraine",state,,,Cherkasy Oblast,Ukraine,165,2,28,,135,1220363,58.38532710996137,49.34,31.262500000000003,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-71,iso1:UA,iso2:UA-71,,state,,,
"Chernivtsi Oblast, Ukraine",state,,,Chernivtsi Oblast,Ukraine,906,13,31,,862,906701,111.85538896870199,48.1995,26.223,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-77,iso1:UA,iso2:UA-77,,state,,,
"Chernihiv Oblast, Ukraine",state,,,Chernihiv Oblast,Ukraine,12,1,3,,8,985216,30.960817624826102,51.361,31.999000000000002,https://api-covid19.rnbo.gov.ua/data?to=2020-04-20,0.49019607843137253,Europe/Kiev,iso2:UA-74,iso1:UA,iso2:UA-74,,state,,,
"Alaska, United States",state,,,Alaska,United States,,,,,,731545,0.4870195072824145,61.290000000000006,0.30750000000000455,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,0.2549019607843137,Etc/GMT,iso2:US-AK,iso1:US,iso2:US-AK,,county,,,
"Autauga County, Alabama, United States",county,,Autauga County,Alabama,United States,28,1,,,,55869,35.6842913615129,32.508009,-86.66499449999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01001,iso1:US,iso2:US-AL,,county,,fips:01001,
"Baldwin County, Alabama, United States",county,,Baldwin County,Alabama,United States,117,1,,,,223234,51.09586515958818,30.7700745,-87.6979365,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01003,iso1:US,iso2:US-AL,,county,,fips:01003,
"Barbour County, Alabama, United States",county,,Barbour County,Alabama,United States,22,0,,,,24686,10.484692235391087,31.882748,-85.39879677303804,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01005,iso1:US,iso2:US-AL,,county,,fips:01005,
"Bibb County, Alabama, United States",county,,Bibb County,Alabama,United States,32,0,,,,22394,13.758731544553692,33.0392145,-87.14902699999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01007,iso1:US,iso2:US-AL,,county,,fips:01007,
"Blount County, Alabama, United States",county,,Blount County,Alabama,United States,22,0,,,,57826,34.19982691273662,34.012750499999996,-86.633437,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01009,iso1:US,iso2:US-AL,,county,,fips:01009,
"Bullock County, Alabama, United States",county,,Bullock County,Alabama,United States,11,0,,,,10101,6.227321750424867,32.092782,-85.704699,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01011,iso1:US,iso2:US-AL,,county,,fips:01011,
"Butler County, Alabama, United States",county,,Butler County,Alabama,United States,14,0,,,,19448,9.624094010525548,31.7442875,-86.67365099999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01013,iso1:US,iso2:US-AL,,county,,fips:01013,
"Calhoun County, Alabama, United States",county,,Calhoun County,Alabama,United States,80,2,,,,113605,71.59998953031466,33.7622675,-85.837497,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01015,iso1:US,iso2:US-AL,,county,,fips:01015,
"Chambers County, Alabama, United States",county,,Chambers County,Alabama,United States,257,11,,,,33254,21.214117325917847,32.918302499999996,-85.357812,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01017,iso1:US,iso2:US-AL,,county,,fips:01017,
"Cherokee County, Alabama, United States",county,,Cherokee County,Alabama,United States,12,0,,,,26196,16.81146173475485,34.232806978993,-85.6213535,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01019,iso1:US,iso2:US-AL,,county,,fips:01019,
"Chilton County, Alabama, United States",county,,Chilton County,Alabama,United States,43,0,,,,44428,24.383531451778623,32.865989,-86.6970655,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01021,iso1:US,iso2:US-AL,,county,,fips:01021,
"Choctaw County, Alabama, United States",county,,Choctaw County,Alabama,United States,17,0,,,,12589,5.249914410558723,32.004262951474395,-88.2014635,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01023,iso1:US,iso2:US-AL,,county,,fips:01023,
"Clarke County, Alabama, United States",county,,Clarke County,Alabama,United States,24,0,,,,23622,7.2533607271303,31.589355499999996,-87.840836,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01025,iso1:US,iso2:US-AL,,county,,fips:01025,
"Clay County, Alabama, United States",county,,Clay County,Alabama,United States,19,0,,,,13235,8.41185978546106,33.294501,-85.90775099999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01027,iso1:US,iso2:US-AL,,county,,fips:01027,
"Cleburne County, Alabama, United States",county,,Cleburne County,Alabama,United States,12,0,,,,14910,10.235863183299703,33.7167385,-85.5961355,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01029,iso1:US,iso2:US-AL,,county,,fips:01029,
"Coffee County, Alabama, United States",county,,Coffee County,Alabama,United States,64,0,,,,52342,29.61410283907592,31.400031499999997,-85.99275349999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01031,iso1:US,iso2:US-AL,,county,,fips:01031,
"Colbert County, Alabama, United States",county,,Colbert County,Alabama,United States,16,1,,,,55241,34.23258538837641,34.7364215,-87.77823599999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01033,iso1:US,iso2:US-AL,,county,,fips:01033,
"Conecuh County, Alabama, United States",county,,Conecuh County,Alabama,United States,9,0,,,,12067,5.451097401827759,31.468349999999997,-87.0447685,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01035,iso1:US,iso2:US-AL,,county,,fips:01035,
"Coosa County, Alabama, United States",county,,Coosa County,Alabama,United States,23,1,,,,10663,6.163837186618796,32.929111,-86.264735,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01037,iso1:US,iso2:US-AL,,county,,fips:01037,
"Covington County, Alabama, United States",county,,Covington County,Alabama,United States,24,0,,,,37049,13.658940557961532,31.260867499999996,-86.44484627941671,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01039,iso1:US,iso2:US-AL,,county,,fips:01039,
"Crenshaw County, Alabama, United States",county,,Crenshaw County,Alabama,United States,6,0,,,,13772,8.673893820951555,31.745883999999997,-86.3217415,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01041,iso1:US,iso2:US-AL,,county,,fips:01041,
"Cullman County, Alabama, United States",county,,Cullman County,Alabama,United States,44,0,,,,83768,42.70955389816366,34.08601,-86.80202799999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01043,iso1:US,iso2:US-AL,,county,,fips:01043,
"Dale County, Alabama, United States",county,,Dale County,Alabama,United States,21,0,,,,49172,33.64805741764143,31.407869499999997,-85.603588,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01045,iso1:US,iso2:US-AL,,county,,fips:01045,
"Dallas County, Alabama, United States",county,,Dallas County,Alabama,United States,26,2,,,,37196,14.407033018486418,32.388523,-87.140229,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01047,iso1:US,iso2:US-AL,,county,,fips:01047,
"DeKalb County, Alabama, United States",county,,DeKalb County,Alabama,United States,46,2,,,,71513,35.36975871803032,34.5301885,-85.8163117557519,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01049,iso1:US,iso2:US-AL,,county,,fips:01049,
"Elmore County, Alabama, United States",county,,Elmore County,Alabama,United States,68,1,,,,81209,47.615210673275726,32.5876855,-86.13297999999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01051,iso1:US,iso2:US-AL,,county,,fips:01051,
"Escambia County, Alabama, United States",county,,Escambia County,Alabama,United States,16,0,,,,36633,14.782308676901287,31.12794423625135,-87.15210200896314,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01053,iso1:US,iso2:US-AL,,county,,fips:01053,
"Etowah County, Alabama, United States",county,,Etowah County,Alabama,United States,100,7,,,,102268,71.67983965903439,34.021176999999994,-86.05364449999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01055,iso1:US,iso2:US-AL,,county,,fips:01055,
"Fayette County, Alabama, United States",county,,Fayette County,Alabama,United States,3,0,,,,16302,9.972845167004536,33.719749,-87.687743,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01057,iso1:US,iso2:US-AL,,county,,fips:01057,
"Franklin County, Alabama, United States",county,,Franklin County,Alabama,United States,18,0,,,,31362,18.646099262382478,34.4431505,-87.8516495,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01059,iso1:US,iso2:US-AL,,county,,fips:01059,
"Geneva County, Alabama, United States",county,,Geneva County,Alabama,United States,4,0,,,,26271,17.502384654844167,31.096371499999997,-85.839451,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01061,iso1:US,iso2:US-AL,,county,,fips:01061,
"Greene County, Alabama, United States",county,,Greene County,Alabama,United States,32,0,,,,8111,4.71638121609806,32.83704,-87.957087,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01063,iso1:US,iso2:US-AL,,county,,fips:01063,
"Hale County, Alabama, United States",county,,Hale County,Alabama,United States,31,1,,,,14651,8.58728290775328,32.7438035,-87.6452355,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01065,iso1:US,iso2:US-AL,,county,,fips:01065,
"Henry County, Alabama, United States",county,,Henry County,Alabama,United States,18,0,,,,17205,11.6529820215401,31.5405715,-85.22995799999998,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01067,iso1:US,iso2:US-AL,,county,,fips:01067,
"Houston County, Alabama, United States",county,,Houston County,Alabama,United States,70,1,,,,105882,70.06675356417023,31.15602587829945,-85.355915,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01069,iso1:US,iso2:US-AL,,county,,fips:01069,
"Jackson County, Alabama, United States",county,,Jackson County,Alabama,United States,39,2,,,,51626,17.67050824854962,34.7278345,-85.97063499999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01071,iso1:US,iso2:US-AL,,county,,fips:01071,
"Jefferson County, Alabama, United States",county,,Jefferson County,Alabama,United States,688,15,,,,658573,225.43682651014998,33.544622000000004,-86.92922049999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01073,iso1:US,iso2:US-AL,,county,,fips:01073,
"Lamar County, Alabama, United States",county,,Lamar County,Alabama,United States,9,0,,,,13805,8.767830272588888,33.791199,-88.110569,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01075,iso1:US,iso2:US-AL,,county,,fips:01075,
"Lauderdale County, Alabama, United States",county,,Lauderdale County,Alabama,United States,24,2,,,,92729,49.63148449080987,34.8700445,-87.706859,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01077,iso1:US,iso2:US-AL,,county,,fips:01077,
"Lawrence County, Alabama, United States",county,,Lawrence County,Alabama,United States,10,0,,,,32924,17.740723906669874,34.552145499999995,-87.3173975,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01079,iso1:US,iso2:US-AL,,county,,fips:01079,
"Lee County, Alabama, United States",county,,Lee County,Alabama,United States,311,11,,,,164542,102.8599670126584,32.58079438332125,-85.350247534139,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01081,iso1:US,iso2:US-AL,,county,,fips:01081,
"Limestone County, Alabama, United States",county,,Limestone County,Alabama,United States,40,0,,,,98915,62.72892360577696,34.774907,-87.0309650085453,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01083,iso1:US,iso2:US-AL,,county,,fips:01083,
"Lowndes County, Alabama, United States",county,,Lowndes County,Alabama,United States,31,0,,,,9726,5.165011067552061,32.183941999999995,-86.6566535,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01085,iso1:US,iso2:US-AL,,county,,fips:01085,
"Macon County, Alabama, United States",county,,Macon County,Alabama,United States,26,2,,,,18068,11.33179081652254,32.413954,-85.72827749999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01087,iso1:US,iso2:US-AL,,county,,fips:01087,
"Madison County, Alabama, United States",county,,Madison County,Alabama,United States,202,4,,,,372909,176.40453508421797,34.7338515,-86.52349749999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01089,iso1:US,iso2:US-AL,,county,,fips:01089,
"Marengo County, Alabama, United States",county,,Marengo County,Alabama,United States,30,1,,,,18863,7.390123232177799,32.2686935,-87.795275,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01091,iso1:US,iso2:US-AL,,county,,fips:01091,
"Marion County, Alabama, United States",county,,Marion County,Alabama,United States,63,4,,,,29709,15.380648893343896,34.1179255,-87.92079849999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01093,iso1:US,iso2:US-AL,,county,,fips:01093,
"Marshall County, Alabama, United States",county,,Marshall County,Alabama,United States,167,2,,,,96774,59.91759930698188,34.34943749999999,-86.319824,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01095,iso1:US,iso2:US-AL,,county,,fips:01095,
"Mobile County, Alabama, United States",county,,Mobile County,Alabama,United States,680,18,,,,413210,123.46636328631807,30.697359499999997,-88.17814849999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01097,iso1:US,iso2:US-AL,,county,,fips:01097,
"Monroe County, Alabama, United States",county,,Monroe County,Alabama,United States,9,1,,,,20733,7.712564312407571,31.529542999999997,-87.34513849999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01099,iso1:US,iso2:US-AL,,county,,fips:01099,
"Montgomery County, Alabama, United States",county,,Montgomery County,Alabama,United States,231,1,,,,226486,108.77940229962516,32.2331555,-86.2080335,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01101,iso1:US,iso2:US-AL,,county,,fips:01101,
"Morgan County, Alabama, United States",county,,Morgan County,Alabama,United States,48,0,,,,119679,76.85761616839356,34.4953655,-86.83013849999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01103,iso1:US,iso2:US-AL,,county,,fips:01103,
"Perry County, Alabama, United States",county,,Perry County,Alabama,United States,9,0,,,,8923,4.750889331626817,32.5912085,-87.27148,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01105,iso1:US,iso2:US-AL,,county,,fips:01105,
"Pickens County, Alabama, United States",county,,Pickens County,Alabama,United States,40,0,,,,19930,8.64719744929103,33.2626035,-88.0889765,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01107,iso1:US,iso2:US-AL,,county,,fips:01107,
"Pike County, Alabama, United States",county,,Pike County,Alabama,United States,41,0,,,,33114,18.89452509865959,31.839202999999998,-85.928538,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01109,iso1:US,iso2:US-AL,,county,,fips:01109,
"Randolph County, Alabama, United States",county,,Randolph County,Alabama,United States,56,3,,,,22722,14.959304791406408,33.304006,-85.4430475,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01111,iso1:US,iso2:US-AL,,county,,fips:01111,
"Russell County, Alabama, United States",county,,Russell County,Alabama,United States,48,0,,,,57961,34.441349609368,32.28590536288165,-85.161738,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01113,iso1:US,iso2:US-AL,,county,,fips:01113,
"St. Clair County, Alabama, United States",county,,St. Clair County,Alabama,United States,57,0,,,,89512,52.7852519120072,33.690028999999996,-86.311081,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01115,iso1:US,iso2:US-AL,,county,,fips:01115,
"Shelby County, Alabama, United States",county,,Shelby County,Alabama,United States,273,6,,,,217702,103.60427753705967,33.282502,-86.68389149999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01117,iso1:US,iso2:US-AL,,county,,fips:01117,
"Sumter County, Alabama, United States",county,,Sumter County,Alabama,United States,40,0,,,,12427,5.254935483397183,32.65227,-88.131171,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01119,iso1:US,iso2:US-AL,,county,,fips:01119,
"Talladega County, Alabama, United States",county,,Talladega County,Alabama,United States,47,0,,,,79978,40.51989925579345,33.4012025,-86.148843,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01121,iso1:US,iso2:US-AL,,county,,fips:01121,
"Tallapoosa County, Alabama, United States",county,,Tallapoosa County,Alabama,United States,193,9,,,,40367,20.282577762432158,32.8001965,-85.80332049999998,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01123,iso1:US,iso2:US-AL,,county,,fips:01123,
"Tuscaloosa County, Alabama, United States",county,,Tuscaloosa County,Alabama,United States,153,0,,,,209355,59.670048943548196,33.306606,-87.4532105,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01125,iso1:US,iso2:US-AL,,county,,fips:01125,
"Walker County, Alabama, United States",county,,Walker County,Alabama,United States,90,0,,,,63521,30.423997882389056,33.7590165,-87.29489099999999,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01127,iso1:US,iso2:US-AL,,county,,fips:01127,
"Washington County, Alabama, United States",county,,Washington County,Alabama,United States,16,1,,,,16326,5.778600952543519,31.406800499999996,-88.17585848964043,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01129,iso1:US,iso2:US-AL,,county,,fips:01129,
"Wilcox County, Alabama, United States",county,,Wilcox County,Alabama,United States,49,0,,,,10373,4.402065000601685,32.0480285,-87.2622605,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01131,iso1:US,iso2:US-AL,,county,,fips:01131,
"Winston County, Alabama, United States",county,,Winston County,Alabama,United States,9,0,,,,23629,14.341802022249603,34.1459395,-87.373076,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.49019607843137253,America/Chicago,fips:01133,iso1:US,iso2:US-AL,,county,,fips:01133,
"Alabama, United States",state,,,Alabama,United States,5078,113,,,,4903185,36.55007054389713,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,0.4117647058823529,America/Chicago,iso2:US-AL,iso1:US,iso2:US-AL,,county,,,
"Howard County, Arkansas, United States",county,,Howard County,Arkansas,United States,14,0,6,59,8,13202,8.53581409838811,34.051595,-94.03842499999999,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05061,iso1:US,iso2:US-AR,,county,,fips:05061,
"Pulaski County, Arkansas, United States",county,,Pulaski County,Arkansas,United States,388,12,144,2371,232,391911,186.78069602666,34.751917999999996,-92.39248649999999,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05119,iso1:US,iso2:US-AR,,county,,fips:05119,
"Lonoke County, Arkansas, United States",county,,Lonoke County,Arkansas,United States,26,0,17,357,9,73309,35.190974380657025,34.7790935,-91.877083,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05085,iso1:US,iso2:US-AR,,county,,fips:05085,
"Prairie County, Arkansas, United States",county,,Prairie County,Arkansas,United States,2,0,1,21,1,8062,4.602355267373692,34.7855605,-91.5737875,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05117,iso1:US,iso2:US-AR,,county,,fips:05117,
"Desha County, Arkansas, United States",county,,Desha County,Arkansas,United States,7,0,1,66,6,11361,5.342649006849798,33.8181265,-91.2140545,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05041,iso1:US,iso2:US-AR,,county,,fips:05041,
"Phillips County, Arkansas, United States",county,,Phillips County,Arkansas,United States,4,1,1,115,2,17782,9.400871201378827,34.38234705127195,-90.8293205,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05107,iso1:US,iso2:US-AR,,county,,fips:05107,
"Searcy County, Arkansas, United States",county,,Searcy County,Arkansas,United States,6,0,2,95,4,7881,4.5410349086843755,35.916743999999994,-92.6814085,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05129,iso1:US,iso2:US-AR,,county,,fips:05129,
"Independence County, Arkansas, United States",county,,Independence County,Arkansas,United States,8,0,4,142,4,37825,18.910606467433105,35.7346225,-91.5347695,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,0.6470588235294118,America/Chicago,fips:05063,iso1:US,iso2:US-AR,,county,,fips:05063,
